node_ID,X,Y,Z,member_ID,ground?,load_bearing?,U1,U2,U3,R1,R2,R3,remove?,add_back?
P040407,15000.0,-8000.0,8000.0,0,False,False,False,False,False,False,False,False,False,False
P040507,15000.0,-10000.0,8000.0,0,False,True,False,False,False,False,False,False,False,False
P050000,1000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050100,1000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050200,1000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050300,1000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050400,1000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050001,3000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050101,3000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050201,3000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050301,3000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050401,3000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050002,5000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050102,5000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050202,5000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050302,5000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050402,5000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050502,5000.0,-10000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050802,5000.0,-16000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050003,7000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050103,7000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050203,7000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050303,7000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050403,7000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050503,7000.0,-10000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050603,7000.0,-12000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050703,7000.0,-14000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050803,7000.0,-16000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050004,9000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050104,9000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050204,9000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050304,9000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050404,9000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050504,9000.0,-10000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050604,9000.0,-12000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050704,9000.0,-14000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050804,9000.0,-16000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050005,11000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050105,11000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050205,11000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050305,11000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050405,11000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050505,11000.0,-10000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050605,11000.0,-12000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050805,11000.0,-16000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050006,13000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050106,13000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050206,13000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050306,13000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050406,13000.0,-8000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050506,13000.0,-10000.0,10000.0,0,False,True,False,False,False,False,False,False,False,False
P050007,15000.0,0.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050107,15000.0,-2000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050207,15000.0,-4000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
P050307,15000.0,-6000.0,10000.0,0,False,False,False,False,False,False,False,False,False,False
