member_ID,start_node,end_node,size,PI,V2I,V3I,TI,PJ,V2J,V3J,TJ,M2I,M3I,M2J,M3J,add_back? 
CO0028,P011117,P021117,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0039,P011117,P011217,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0040,P011117,P011118,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0209,P011117,X011117276,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0210,P021118,X011117276,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0211,P011117,X011116267,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0212,P021116,X011116267,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0213,P011117,X011117280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0214,P011218,X011117280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0029,P011118,P021118,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0041,P011118,P011218,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0042,P011118,P011119,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0215,P011118,X011118285,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0216,P021218,X011118285,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0217,P011118,X011118287,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0218,P021119,X011118287,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0219,P011118,X011117276,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0220,P021117,X011117276,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0221,P011118,X011118291,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0222,P011219,X011118291,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0223,P011118,X011117280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0224,P011217,X011117280,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0030,P011119,P021119,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0043,P011119,P011219,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0044,P011119,P011120,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0225,P011119,X011119298,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0226,P021219,X011119298,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0227,P011119,X011119300,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0228,P021120,X011119300,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0229,P011119,X011118287,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0230,P021118,X011118287,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0231,P011119,X011119304,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0232,P011220,X011119304,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0233,P011119,X011118291,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0234,P011218,X011118291,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0031,P011120,P021120,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0045,P011120,P011220,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0046,P011120,P011121,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0235,P011120,X011120311,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0236,P021220,X011120311,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0237,P011120,X011120313,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0238,P021121,X011120313,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0239,P011120,X011119300,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0240,P021119,X011119300,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0241,P011120,X011120317,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0242,P011221,X011120317,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0243,P011120,X011119304,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0244,P011219,X011119304,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0032,P011121,P021121,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0047,P011121,P011221,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0048,P011121,P011122,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0245,P011121,X011121324,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0246,P021221,X011121324,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0247,P011121,X011121326,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0248,P021122,X011121326,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0249,P011121,X011120313,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0250,P021120,X011120313,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0251,P011121,X011121330,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0252,P011222,X011121330,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0253,P011121,X011120317,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0254,P011220,X011120317,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0033,P011122,P021122,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0049,P011122,P011222,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0050,P011122,P011123,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0255,P011122,X011122337,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0256,P021222,X011122337,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0257,P011122,X011122339,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0258,P021123,X011122339,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0259,P011122,X011121326,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0260,P021121,X011121326,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0261,P011122,X011122343,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0262,P011223,X011122343,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0263,P011122,X011121330,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0264,P011221,X011121330,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0034,P011123,P021123,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0051,P011123,P011223,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0052,P011123,P011124,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0265,P011123,X011123350,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0266,P021223,X011123350,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0267,P011123,X011122339,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0268,P021122,X011122339,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0269,P011123,X011123354,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0270,P011224,X011123354,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0271,P011123,X011122343,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0272,P011222,X011122343,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0053,P011124,P011224,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0273,P011124,X011124359,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0274,P021123,X011124359,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0275,P011124,X011124361,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0276,P011225,X011124361,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0277,P011124,X011123354,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0278,P011223,X011123354,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0054,P011217,P011218,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0279,P011217,X011217366,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0280,P021218,X011217366,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0281,P011217,X011217368,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0282,P021117,X011217368,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0035,P011218,P021218,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0055,P011218,P011219,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0283,P011218,X011218372,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0284,P021219,X011218372,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0285,P011218,X011118285,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0286,P021118,X011118285,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0287,P011218,X011218376,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0288,P011319,X011218376,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0036,P011219,P021219,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0056,P011219,P011319,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0057,P011219,P011220,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0289,P011219,X011219381,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0290,P021220,X011219381,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0291,P011219,X011218372,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0292,P021218,X011218372,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0293,P011219,X011119298,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0294,P021119,X011119298,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0295,P011219,X011219387,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0296,P011320,X011219387,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0037,P011220,P021220,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0058,P011220,P011320,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0059,P011220,P011221,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0297,P011220,X011220392,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0298,P021221,X011220392,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0299,P011220,X011219381,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0300,P021219,X011219381,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0301,P011220,X011120311,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0302,P021120,X011120311,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0303,P011220,X011220398,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0304,P011321,X011220398,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0305,P011220,X011219387,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0306,P011319,X011219387,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0038,P011221,P021221,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0060,P011221,P011321,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0061,P011221,P011222,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0307,P011221,X011221405,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0308,P021321,X011221405,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0309,P011221,X011221407,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0310,P021222,X011221407,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0311,P011221,X011220392,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0312,P021220,X011220392,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0313,P011221,X011121324,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0314,P021121,X011121324,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0315,P011221,X011221413,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0316,P011322,X011221413,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0317,P011221,X011220398,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0318,P011320,X011220398,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0039,P011222,P021222,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0062,P011222,P011322,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0063,P011222,P011223,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0319,P011222,X011222420,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0320,P021322,X011222420,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0321,P011222,X011222422,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0322,P021223,X011222422,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0323,P011222,X011221407,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0324,P021221,X011221407,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0325,P011222,X011122337,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0326,P021122,X011122337,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0327,P011222,X011222428,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0328,P011323,X011222428,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0329,P011222,X011221413,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0330,P011321,X011221413,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0040,P011223,P021223,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0064,P011223,P011323,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0065,P011223,P011224,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0331,P011223,X011223435,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0332,P021323,X011223435,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0333,P011223,X011222422,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0334,P021222,X011222422,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0335,P011223,X011123350,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0336,P021123,X011123350,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0337,P011223,X011223441,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0338,P011324,X011223441,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0339,P011223,X011222428,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0340,P011322,X011222428,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0066,P011224,P011324,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0067,P011224,P011225,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0341,P011224,X011224447,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0342,P021223,X011224447,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0343,P011224,X011223441,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0344,P011323,X011223441,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0345,P011225,X011225451,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0346,P011324,X011225451,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0068,P011319,P011320,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0347,P011319,X011319454,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0348,P021219,X011319454,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0069,P011320,P011321,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0349,P011320,X011320457,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0350,P021321,X011320457,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0351,P011320,X011320459,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0352,P021220,X011320459,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0041,P011321,P021321,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0070,P011321,P011322,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0353,P011321,X011321463,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0354,P021322,X011321463,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0355,P011321,X011221405,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0356,P021221,X011221405,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0042,P011322,P021322,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0071,P011322,P011323,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0357,P011322,X011322469,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0358,P021323,X011322469,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0359,P011322,X011321463,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0360,P021321,X011321463,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0361,P011322,X011222420,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0362,P021222,X011222420,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0043,P011323,P021323,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0072,P011323,P011324,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0363,P011323,X011322469,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0364,P021322,X011322469,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0365,P011323,X011223435,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0366,P021223,X011223435,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0367,P011324,X011324481,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0368,P021323,X011324481,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0073,P021115,P021116,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0074,P021116,P021117,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0075,P021117,P021118,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0369,P021117,X021117486,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0370,P021218,X021117486,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0076,P021118,P021218,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0077,P021118,P021119,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0371,P021118,X021118490,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0372,P031119,X021118490,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0373,P021118,X021118492,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0374,P021219,X021118492,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0044,P021119,P031119,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0078,P021119,P021219,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0079,P021119,P021120,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0375,P021119,X021119497,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0376,P031120,X021119497,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0377,P021119,X021119499,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0378,P021220,X021119499,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0379,P021119,X021118492,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0380,P021218,X021118492,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0045,P021120,P031120,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0080,P021120,P021220,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0081,P021120,P021121,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0381,P021120,X021120506,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0382,P031121,X021120506,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0383,P021120,X021119497,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0384,P031119,X021119497,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0385,P021120,X021120510,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0386,P021221,X021120510,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0387,P021120,X021119499,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0388,P021219,X021119499,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
CO0046,P021121,P031121,HSS50.8X50.8X3.2,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0082,P021121,P021221,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0083,P021121,P021122,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0389,P021121,X021120506,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0390,P031120,X021120506,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0391,P021121,X021121519,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0392,P021222,X021121519,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0393,P021121,X021120510,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0394,P021220,X021120510,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0084,P021122,P021222,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0085,P021122,P021123,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0395,P021122,X021122525,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0396,P031121,X021122525,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0397,P021122,X021122527,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0398,P021223,X021122527,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0399,P021122,X021121519,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0400,P021221,X021121519,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0086,P021123,P021223,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0401,P021123,X021122527,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0402,P021222,X021122527,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0087,P021218,P021219,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0088,P021219,P021220,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0403,P021219,X021219536,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0404,P031119,X021219536,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0089,P021220,P021221,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0405,P021220,X021220539,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0406,P031120,X021220539,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0407,P021220,X021220541,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0408,P021321,X021220541,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0090,P021221,P021321,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0091,P021221,P021222,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0409,P021221,X021221545,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0410,P031121,X021221545,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0411,P021221,X021221547,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0412,P021322,X021221547,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0092,P021222,P021322,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
